ser,deathRate,avgAnnCount,avgDeathsPerYear,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate
279,199.3,406,169,472,60735,88161,13.6,11.34288404,"(54545.6, 61494.5]",38.3,36.6,39.4,"Suffolk city, Virginia",2.75,50.4,13.9,37.4,42.3,6.3,28.3,16.4,59.3,8,73.4,56.7,43.1,28.9,15.1,52.36238745,41.79430057,1.385407964,0.548825768,52.22007099,5.719705952
280,168.1,1825,688,435.6,67676,452745,8.6,88.34995417,"(61494.5, 125635]",35,33.5,37,"Virginia Beach city, Virginia",2.63,50.1,8.8,31.9,,9.3,22.4,22.2,60.4,6.1,80,,42.2,22.1,9.2,67.74074818,19.30826028,6.463003859,1.417162997,50.40904224,5.841796248
281,210.5,157,58,596.9,44843,21491,14.6,0,"(42724.4, 45201]",38.5,37.4,40.6,"Waynesboro city, Virginia",2.32,47.9,19.4,49.6,,7.7,38.5,11.7,57.9,4.9,61.7,46,40.9,37,20.1,81.1536643,12.74231678,0.964539007,2.245862884,40.80389769,7.446377985
282,162.1,135,23,1014.2,46954,15052,20.1,0,"(45201, 48021.6]",24.6,25.6,23.6,"Williamsburg city, Virginia",2.37,26.2,1.5,10,78.3,10.2,15.5,27.1,44.5,8.5,83.3,67.6,52.2,22,8.9,74.88816592,15.27721296,5.889928155,0.460891962,36.33759365,2.181467181
283,192.8,117,59,401.9,44537,27284,13.4,1026.242486,"(42724.4, 45201]",37,35.3,39.7,"Winchester city, Virginia",2.47,41.3,8.9,30.6,,6.7,30.4,15.3,58.8,6.7,65.6,51.8,42.7,29,15,80.64266784,10.62279152,2.399882214,2.723792697,38.67835596,6.642835865
284,135.7,54,21,340.3,47423,19254,19,0,"(45201, 48021.6]",28.9,28.3,29.9,"Adams County, Washington",3.24,56.9,36.5,36.9,,1.6,25.9,9.1,58.7,9.6,45,35.8,30.5,40,30.5,67.56983387,0.204391803,0.906661076,28.13793826,58.13512582,9.861143799
285,188.3,112,60,371.3,44055,22105,16.3,0,"(42724.4, 45201]",44.2,43.6,44.9,"Asotin County, Washington",2.34,52.7,23.8,37.5,36.7,2,30.5,12.9,52.4,9.6,64.1,43.5,37.1,43.3,21.2,93.52994555,0.444646098,0.875680581,0.762250454,49.15961888,3.801794105
286,163.9,814,296,452.4,58750,190309,14.6,462.4058768,"(54545.6, 61494.5]",35.5,34.7,36.1,"Benton County, Washington",2.72,53.5,20.8,35.6,,5.9,24.4,18.3,58.5,6.9,66.6,51.8,47.1,33.8,19.1,80.16330503,1.489752879,2.615584275,10.92088899,53.57704286,6.253360451
287,154.7,399,144,451.5,49174,75644,14,727.0900534,"(48021.6, 51046.4]",39.3,37.7,41.2,"Chelan County, Washington",2.7,52.3,24.1,33.3,,5,30.1,15.2,56.8,7.5,64.3,,32.6,38,16.8,90.10192952,0.45780764,0.795777398,5.169186853,52.98314358,4.217134885
288,181.3,575,235,480.2,47185,73486,16.2,136.0803418,"(45201, 48021.6]",50.1,47.8,52.1,"Clallam County, Washington",2.27,50.5,20.7,34.4,,4,27.9,14.8,45.3,9.9,63.5,,33.1,45.6,21,88.08928547,0.917165076,1.480724339,0.821857259,47.16324511,5.956137583
289,178.2,1859,771,427.4,61747,459495,9.9,272.0377806,"(61494.5, 125635]",37.4,36.6,38.3,"Clark County, Washington",2.71,52.7,17.4,33.2,,6.4,25.3,17.8,58.5,8.6,69.8,,49,32.2,17.3,84.72754024,1.929332787,4.225364787,3.113118833,53.29996737,5.742215991
290,194.4,30,14,476.2,45465,3944,15.5,0,"(45201, 48021.6]",49.5,47.7,50.9,"Columbia County, Washington",2.31,52.4,6.6,31.4,60.2,1.8,27.5,16.3,46.2,10.4,60.7,38.5,27.8,50.6,26.2,91.75231888,0.350965154,0.551516671,3.359237904,51.06761566,5.205479452
291,184.1,571,240,455.5,44235,103468,20.6,202.961302,"(42724.4, 45201]",41.2,40.5,42.2,"Cowlitz County, Washington",2.54,51.1,20.4,33.6,,2.9,30.9,9.8,49.7,10.7,62.3,45,40,42.9,24,90.71312709,0.619515722,1.319158084,1.498954445,49.8428187,6.298743004
292,157.4,194,70,449.9,51151,40534,15.5,24.67064686,"(51046.4, 54545.6]",37,36.1,38.3,"Douglas County, Washington",2.76,58.1,18.9,38.9,40.4,1.8,27.7,12.8,59.7,6.5,55.3,41.1,37.2,40.7,26,73.33771055,0.3409177,0.742442991,21.15709993,59.49197861,4.643274854
293,161.1,41,19,358.2,39992,7582,22.4,0,"(37413.8, 40362.7]",47.7,46.8,49.5,"Ferry County, Washington",2.39,48.2,46,24.7,,2.3,31.2,11.5,38,12.2,50.6,33.3,27,52,28.4,76.05854679,0.261369577,0.130684788,1.071615264,47.82468579,4.978354978
294,163.5,230,86,420.9,55006,88807,17.3,0,"(54545.6, 61494.5]",29.1,29.5,28.8,"Franklin County, Washington",3.4,49.2,28.9,38,30.4,2.7,27.3,10.5,60.2,7.2,52.7,,37.5,36.3,26.1,69.82983006,2.05800354,2.112374628,22.32569439,53.35894843,8.388253538
295,115,11,4,293.6,46404,2219,14.2,0,"(45201, 48021.6]",49.8,50.4,47.7,"Garfield County, Washington",2.3,61.9,11,32.9,,8.5,29.4,19.6,49.1,7.4,62.8,,34.8,44.9,21.6,97.44394619,0,1.210762332,0,58.13221406,13.55498721
296,173.1,362,149,417.9,50388,93259,15.8,0,"(48021.6, 51046.4]",32.2,32,32.4,"Grant County, Washington",3,52.3,28.7,33.4,,2.1,26.8,10.7,57.1,10.1,49.9,39.2,33.9,41.2,29.2,71.19474313,0.717932008,1.026392962,22.46442924,54.65445682,6.92564347
297,194.6,489,189,518.4,43205,71122,19.6,140.6034701,"(42724.4, 45201]",42.7,40.8,44.6,"Grays Harbor County, Washington",2.51,47.5,20.8,38.9,,4.8,32.1,9.9,45.1,14.3,56.7,40.1,34.8,42.7,24.2,87.39131044,1.234965485,1.587812767,1.50940226,45.9899335,5.713875529
298,143.5,505,165,462,59358,80593,10.3,0,"(54545.6, 61494.5]",44,41.5,47,"Island County, Washington",2.33,59.1,14.7,43,,4.7,23.3,20.6,48.1,9,75.7,50.6,30.8,36.5,14.1,85.0470824,2.945959233,4.641429994,1.453440734,56.3290566,6.113924051
299,154.9,273,91,480.9,50964,30466,14.1,262.5878028,"(48021.6, 51046.4]",55.6,54.3,56.8,"Jefferson County, Washington",2.18,53.7,25.2,27.1,,8.1,23.2,21.5,43.6,9.5,66,40.1,29.5,49,20.7,90.39324535,0.860951368,1.625502776,0.478675664,50.49173,5.305574211
300,152.7,8999,2939,464.2,75738,2117125,11.3,620.6530082,"(61494.5, 125635]",37.2,36.4,38,"King County, Washington",2.45,49.5,12.2,23.1,,19.4,16.5,29.6,64.9,6.3,75.8,64.7,56.7,23.9,12.7,68.06838157,6.198490925,15.57673545,2.803169097,46.8503058,5.202119227
301,170.7,187,79,414.6,38989,38033,19.9,0,"(37413.8, 40362.7]",39,38.5,40,"Chippewa County, Michigan",2.46,45,12.4,30.4,50.8,6.3,37.8,11.8,46.3,11.7,65.2,46,40.3,40.2,20.2,71.56481625,6.69413777,0.904473125,0.251386513,48.96763592,5.803003309
302,203.8,211,94,464.3,34655,30553,24.5,0,"(34218.1, 37413.8]",46.4,46.1,46.8,"Clare County, Michigan",2.28,51.6,21.2,35.1,,2.3,39.3,7.7,42.4,13.2,55.6,33.6,29.6,51.1,25.8,96.48323022,0.452621296,0.244220124,0.28980788,48.18559034,3.935222672
303,149.1,286,125,345.3,60650,77390,10,0,"(54545.6, 61494.5]",39.7,38.7,40.5,"Clinton County, Michigan",2.64,54.7,9.3,21.9,57.1,11.7,27.9,19.1,59.1,6.5,80.6,63.1,57.7,28,11.3,93.60379689,1.56816852,1.388726351,0.607242702,56.7383997,4.540884719
304,178.6,88,40,416.1,41101,13801,16.5,0,"(40362.7, 42724.4]",49.3,48.8,49.7,"Crawford County, Michigan",2.3,55.1,21.7,41,,6.4,35.4,11.1,44.6,12,65.3,42.1,37,47.6,21.6,96.2504498,0.460597337,0.582943505,0.690896006,52.92240511,3.797949107
305,178.5,204,101,393.1,43338,36377,14.8,384.8585645,"(42724.4, 45201]",46.4,45.3,47.4,"Delta County, Michigan",2.3,54,16.7,26.2,,5,35.3,13.6,51.6,9.2,66.5,,40,42.3,18.8,94.16267161,0.253323164,0.258770974,0.13074744,50.08606949,3.887024609
306,172.2,136,70,358.9,45174,25788,14.4,1318.442687,"(42724.4, 45201]",46.4,45,47.5,"Dickinson County, Michigan",2.31,54,28.3,33,,4.2,39.9,15,52.3,7,71.2,50.1,43.5,39.8,17.4,96.60156851,0.488236199,0.618945102,0.084576349,50.68270187,6.088280061
307,178.6,523,229,413.5,57088,108801,9.8,9.191091994,"(54545.6, 61494.5]",41,39.6,42.6,"Eaton County, Michigan",2.45,52.1,11.7,32.8,,10.6,29.7,16.1,58.8,7.8,76.5,57.7,53.4,32.3,13.6,87.12398815,6.392778357,1.973398806,1.423283891,50.74257426,5.808302127
308,168,211,76,489.1,50191,33161,11.6,422.1826845,"(48021.6, 51046.4]",44.3,42.7,45.7,"Emmet County, Michigan",2.33,57.5,10.4,34.5,,9.7,26.2,20.2,58.5,8.4,71.7,52.2,41.9,35.5,16.2,92.47380217,0.748076807,0.569386395,0.221091526,54.49526814,5.055523086
309,192.1,2484,940,514.3,41787,410849,21.5,523.3066163,"(40362.7, 42724.4]",39.6,38,41.1,"Genesee County, Michigan",2.48,44.6,19.7,31.5,,5.3,32.8,12.1,49.2,13.2,63.5,46.4,42.3,43.9,25.3,74.77168565,20.42012725,0.957501551,0.472498882,42.98472784,4.863978687
310,196.5,195,83,475.7,39721,25164,18.5,0,"(37413.8, 40362.7]",48.9,47.9,49.9,"Gladwin County, Michigan",2.3,57.2,24.9,36.2,,3.5,40.2,7.6,41.2,11,61.6,,32.1,49.8,21.6,97.57656562,0.360770166,0.411748559,0.082349712,53.97810219,6.390328152
311,195.2,84,55,324.9,33600,15431,20.9,0,"[22640, 34218.1]",48.3,45.1,51.3,"Gogebic County, Michigan",2.1,46,15.6,32,,2.3,38.4,12.3,42.2,9.5,61,38.7,34.3,47,21.8,90.88725986,4.5690091,0.499241658,0.120070779,44.13291796,2.773556231
312,151.8,551,168,521.2,55592,91636,9.7,556.5498276,"(54545.6, 61494.5]",41.7,40.2,43.6,"Grand Traverse County, Michigan",2.46,52,12.3,31.2,,9.5,26.9,18.9,59.9,6.6,73,54.6,46.7,33.7,15.1,94.57884258,1.373641652,0.714071207,0.384842115,51.77868993,5.649660209
313,168.3,219,86,447.1,43509,41540,18.5,0,"(42724.4, 45201]",38.9,37.4,41.5,"Gratiot County, Michigan",2.45,47.1,11.3,39.2,,3.8,41.1,8.6,46.5,8.5,68,50.6,46.5,38.7,19.5,91.09795119,5.635417164,0.377286403,0.711590811,51.59010601,3.748722027
314,187.5,230,111,396.3,44780,45941,16.6,0,"(42724.4, 45201]",42,41.5,42.5,"Hillsdale County, Michigan",2.5,54,14,28.7,,5.1,40.2,9.6,52.1,9,65,47.9,42.8,38.1,18.9,97.14582702,0.634501278,0.324830006,0.129932002,54.65468838,6.309693152
315,155.4,153,67,373.8,39126,36380,18.7,0,"(37413.8, 40362.7]",32.8,28.8,38,"Houghton County, Michigan",2.51,44.3,5.8,21.6,,10.3,33.8,19.2,51.4,7.2,71.6,,46.1,33.2,16.7,93.61702128,0.741953082,2.921440262,0.234588107,46.68361787,5.373953975
316,181.6,228,100,448.5,41678,31883,14.1,0,"(40362.7, 42724.4]",48,46.6,49.2,"Huron County, Michigan",2.3,55.7,13.6,35.4,,7.5,44.3,9.5,51.9,7.8,69.4,45.8,38.6,42,17.8,97.48219263,0.396407557,0.603902137,0.300402601,52.9590728,5.169018707
317,165.5,1352,435,514.9,45840,286085,20.1,443.9240086,"(45201, 48021.6]",31.5,30.6,32.7,"Ingham County, Michigan",2.4,38.8,5.9,16.7,,12.1,21.6,20.4,57.3,9,72.7,,52,31.3,16.7,75.50680621,11.15097128,5.676723423,1.772190299,38.80436161,4.499226458
318,173,275,110,417.8,48681,64223,15.2,0,"(48021.6, 51046.4]",37.9,37.3,38.7,"Ionia County, Michigan",2.72,50,17,39.4,,6.6,38.1,10.6,52.8,10.4,69.1,53.2,49.8,36.1,19.5,91.08235514,3.273289211,0.348089411,1.053633866,54.4314684,6.91088967
319,193.4,186,93,406.2,37122,25345,19,0,"(34218.1, 37413.8]",624,51.6,52.5,"Iosco County, Michigan",2.2,52.2,25.2,32.4,,2.2,40,10,40.4,12.1,61.4,34.2,29.4,53.2,23.4,96.14582103,0.625959608,0.51966458,0.141726704,48.10896588,4.012841091
320,167.6,72,41,344.3,35961,11348,17.3,0,"(34218.1, 37413.8]",53.3,52.6,54.3,"Iron County, Michigan",2.07,51.2,21.4,35.6,,6.8,45,13.6,43.8,9,64.1,39.3,32.8,49.2,19.7,96.56730686,0.504041019,0.36499522,0.278091596,44.82566766,4.683342203
321,180.1,260,105,446.7,42431,70698,28.3,99.01270192,"(40362.7, 42724.4]",26.3,26.3,26.1,"Isabella County, Michigan",2.61,34.9,5.1,17,72.3,5.6,31.8,15.5,55.9,11.3,72.6,58.7,51.3,27.1,14.2,88.56075507,2.585291995,1.693811997,0.305650285,40.69583553,3.814938787
322,193.8,883,372,473.5,46670,159494,15.4,514.1259232,"(45201, 48021.6]",40.5,39,42,"Jackson County, Michigan",2.48,48,16.8,30.4,,4.6,34.8,13.7,50.7,10.3,67.9,50.2,45.9,38.8,19.9,87.54624153,8.525341295,0.664125339,0.480098148,48.6970012,5.040777373
323,171,1199,454,464.2,46283,260263,18.9,810.7183887,"(45201, 48021.6]",34,32.6,35.5,"Kalamazoo County, Michigan",2.47,44.3,7.1,20.4,,11.2,23.1,21,59.6,9.1,73.4,58.5,52.1,31,15.6,81.6313018,10.97128747,2.321695644,0.716644856,44.01690236,4.426449927
324,200.7,103,45,469.6,40709,17260,17.4,0,"(40362.7, 42724.4]",44.4,43.4,45.4,"Kalkaska County, Michigan",2.38,54.4,19.9,41,,3.4,42.4,8.2,48.7,10.4,60.6,,35.8,45,22.1,96.25652931,0.684852002,0.429483459,0.249564713,50.21572721,4.369071572
325,160.2,2809,965,473.3,53342,636369,15.3,414.8536462,"(51046.4, 54545.6]",34.8,33.9,35.8,"Kent County, Michigan",2.63,49.2,13.2,26.7,,12.4,25.5,21.8,63.4,7.7,72.2,59.5,53.6,29.7,16.4,81.24174818,9.722771005,2.499076439,2.608618834,49.44003503,5.98333118
326,113.5,12,5,337.6,40411,2168,12.7,0,"(40362.7, 42724.4]",54.5,53.2,55.4,"Keweenaw County, Michigan",2.1,55.6,20.8,32.7,37.6,8.9,32.6,13.5,44.8,7,66.2,37.7,30.8,50.8,20.6,98.36214741,0.864422202,0.136487716,0.045495905,49.03846154,7.936507937
327,213.1,78,42,395.3,30990,11424,29.2,0,"[22640, 34218.1]",51.5,51.6,51.3,"Lake County, Michigan",2.53,46.6,36.9,26.4,,2.4,41.5,5.6,,13.2,51,29.4,25.8,57.9,30.8,87.45842815,7.894276212,0.096271661,0.376334675,47.01030928,4.422110553
328,186.7,492,189,484.6,51510,88373,11.1,135.7880801,"(51046.4, 54545.6]",43.3,42.6,44,"Lapeer County, Michigan",2.64,57.1,15,37.2,,4.7,37.1,11.2,53,10.5,74.7,56,50.2,33.3,14,95.75225251,1.271604239,0.470334901,0.595001983,59.89229545,5.407671348
329,132.5,138,54,372.9,60622,21981,8.9,0,"(54545.6, 61494.5]",52.4,51.3,53.3,"Leelanau County, Michigan",2.31,61.4,17.1,21.1,,5,22.4,22.3,51.9,7.1,75.8,,40.7,38.4,13.9,92.63733235,0.574131913,0.688958295,0.725702737,59.85488412,5.887253541
330,177.6,512,217,425.8,48194,98573,14.5,649.2650117,"(48021.6, 51046.4]",40.9,39,42.8,"Lenawee County, Michigan",2.46,50,14,31.4,,4.5,36.7,12.7,54,8.6,71.5,53,47.6,36.3,17.5,92.37831389,2.645042567,0.287152939,1.528786071,50.8534401,4.630064868
331,162.7,855,316,433.5,74341,187316,6.1,0,"(61494.5, 125635]",42.1,41.2,42.9,"Livingston County, Michigan",2.66,58.9,12.6,31.2,,10,25.6,22.2,62.6,5.9,83.2,67.5,60.8,24.4,9.2,96.37956347,0.472937467,0.909036735,0.336961174,61.49898521,4.426612689
332,175.3,33,16,366,37590,6415,20.6,0,"(37413.8, 40362.7]",44.3,42,48.1,"Luce County, Michigan",2.27,45.9,25.7,49.4,,2.7,45,8.6,38.2,11.6,59.5,,34.4,50.6,26.2,80.4384746,8.53790335,0.154392466,0.432298904,48.67480017,5.95959596
333,160.3,75,31,422.5,39359,10890,15.4,0,"(37413.8, 40362.7]",50.9,50,51.7,"Mackinac County, Michigan",2.07,54.2,15.8,29.4,,3.5,36.5,11.9,47.6,12.5,63.4,,35.2,44,19.2,75.31691416,1.711336472,0.588554871,0.651937704,47.97465924,3.381147541
334,177.8,4974,1809,506.5,54865,864840,12.3,154.9419546,"(54545.6, 61494.5]",40.8,39.4,42.1,"Macomb County, Michigan",2.52,49.5,13.6,29.2,,9.2,30.6,15.2,58.2,9,73.6,57.5,51.5,31.9,15,83.1942379,10.2884207,3.465120061,0.554002684,48.70666718,4.707995158
335,180,186,72,494.9,37477,24461,16.6,81.7628061,"(37413.8, 40362.7]",48.2,45.8,51,"Manistee County, Michigan",2.28,51.1,27.8,40.4,,4.8,37.3,12.3,43.6,11.5,65.4,41.8,35.6,45.4,20.4,91.77535051,3.183077926,0.387186175,0.061134659,50.35495957,4.046522898
336,168.7,343,141,430.4,44735,67215,15.4,74.38815741,"(42724.4, 45201]",39.1,38.4,39.9,"Marquette County, Michigan",2.38,46.4,6.4,23.3,62.3,8,33.1,19.1,52.1,8.1,73.2,,49,32.7,13.9,93.37397532,1.691278743,0.705809239,0.269302477,47.85878973,3.31536726
337,190.2,144,82,350.2,42896,28783,16.3,799.0827919,"(42724.4, 45201]",45.7,44.5,46.9,"Mason County, Michigan",2.3,54.9,24.5,33.9,,1.8,34.4,12.6,52.1,10.7,64.3,43.1,36.9,43.5,21,94.99843266,0.996133886,0.599073526,0.56424367,50.78380144,5.960854093
338,177.2,222,89,448.5,41572,43067,23,626.9301321,"(40362.7, 42724.4]",35.7,33.5,37.7,"Mecosta County, Michigan",2.61,44.2,8.7,22.6,,2.6,34.4,13.6,48.9,12.2,67.9,,44.4,37.2,18.5,93.01632757,2.748204429,0.815223667,0.251726288,50.00646078,4.303337477
339,185,108,70,310.1,42191,23548,14.5,0,"(40362.7, 42724.4]",47.5,46,48.7,"Menominee County, Michigan",2.19,52.9,19.9,43.3,,2.9,42.2,11.3,52.6,8.5,66.3,47.5,42.1,41.3,20.1,94.72108614,0.265632247,0.202386474,0.059029388,47.10178856,5.558035714
340,154.4,436,160,438.7,51629,83632,11.9,0,"(51046.4, 54545.6]",40.9,39.7,42.4,"Midland County, Michigan",2.45,57.2,13.1,34.5,43.6,8.8,29.6,19.4,55.6,8.5,76.5,58.6,53.6,31.9,13.4,93.6549316,1.381182436,2.330670621,0.611068593,55.87649106,5.762837089
341,190.2,84,39,417.3,40455,14903,16.1,0,"(40362.7, 42724.4]",43,41.7,44.3,"Missaukee County, Michigan",2.52,56.8,14.1,49.1,,2.4,42.8,8.8,51.2,11,61.4,42.9,37.6,43.5,23.7,96.96423806,0.527088337,0.447024286,0.246864158,55.69382884,4.809286899
342,182.8,652,325,371,57719,149568,10.4,608.4189131,"(54545.6, 61494.5]",41.7,41,42.6,"Monroe County, Michigan",2.55,54.1,12.5,35.6,,7.2,36.2,12.2,56.4,8.3,77,59.7,55.4,31.1,14,94.60833843,2.322582361,0.616873621,0.607567338,54.45138818,6.102216567
343,184.5,348,137,475.3,41554,62945,20.4,0,"(40362.7, 42724.4]",40,39.2,41,"Montcalm County, Michigan",2.59,51.3,18.2,42.1,,3,39,8.7,49,11.2,64.9,,43.1,40.1,20.5,94.25115866,2.115738683,0.3904514,0.414259412,52.62411957,5.831775701
344,207.6,88,37,484.4,37961,9259,15.7,0,"(37413.8, 40362.7]",54.6,54.3,54.9,"Montmorency County, Michigan",2.27,51.5,32.3,26.3,,3.5,41.9,6.8,36.1,16,60.8,32.9,27.5,53.1,21,97.05350495,0.361663653,0,0.34038932,49.21375921,3.263086336
345,189.2,975,379,499,42588,172790,20,260.4317379,"(40362.7, 42724.4]",39.1,38.1,40.4,"Muskegon County, Michigan",2.56,47.4,17.9,34.9,,3.7,34.8,12.6,51.5,11.9,64,48.5,44.6,41.4,24.2,80.93863532,13.81886251,0.510254661,0.437944286,47.8461777,4.97414174
346,197,236,120,393.2,41588,47948,21,0,"(40362.7, 42724.4]",42.4,41.5,43.3,"Newaygo County, Michigan",2.58,55.8,21.8,37.7,,4.7,41.1,9.3,48.8,10.1,62.4,45.1,40.5,43.5,23.9,94.27637469,1.376251848,0.314393387,1.723958442,56.1044768,5.713998795
347,159.6,6825,2231,495.7,69378,1242304,10,297.0287466,"(61494.5, 125635]",40.8,39.4,42.1,"Oakland County, Michigan",2.47,52.4,11.7,26.8,,15.1,20.1,25.4,61.4,7.5,79,63.8,56.8,26.4,11.3,76.30367718,13.88414668,6.268630495,0.665228145,50.74358294,5.31040591
348,153.3,128,54,370.2,41166,26105,20.1,0,"(40362.7, 42724.4]",42.3,41.2,43.8,"Oceana County, Michigan",2.6,57.1,30,32.9,,3.2,34.7,10.6,50,8.7,61.3,41.8,37.4,44.2,23.3,94.74246064,1.300087689,0.282130466,1.589843303,57.87008756,4.930928626
349,177,134,62,402.9,35968,20937,21.4,0,"(34218.1, 37413.8]",49,48.5,49.8,"Ogemaw County, Michigan",2.22,54.7,28.6,27.9,38.8,4.7,40.9,7.5,43.2,12.4,60.1,36.1,31.5,51,24.2,96.80049006,0.310998021,0.560738856,0.259165017,49.31100276,6.505717916
350,171.1,49,22,396,35387,6007,17.8,0,"(34218.1, 37413.8]",55.6,55.5,55.6,"Ontonagon County, Michigan",2.01,57,31.1,21.5,,3.8,40.6,10.8,36.7,13.7,63.6,34.9,28.9,49.4,18.7,96.25277866,0.317561131,0.508097809,0.3651953,49.22178988,3.276955603
351,193.7,165,60,541.3,40235,23058,20.4,1778.124729,"(37413.8, 40362.7]",42.5,41.5,43.9,"Osceola County, Michigan",2.6,51.1,23.8,39.6,,1.5,44.7,8.7,47.8,10.3,59.7,40.9,37,43.7,22.4,96.5739864,0.791942842,0.279762417,0.16785745,51.59301131,4.211869815
352,199.5,59,30,404.3,33975,8251,20.5,0,"[22640, 34218.1]",51.3,50.8,51.9,"Oscoda County, Michigan",2.27,55.7,37.1,27.9,,2.6,40.6,6.7,39.7,13.2,57.4,,26,49.7,20.6,96.684036,0.438180957,0.0828991,0.272382757,51.92620727,5.041436464
353,194.7,145,64,457,44693,24253,13.2,0,"(42724.4, 45201]",44.2,43.6,44.9,"Otsego County, Michigan",2.38,56.8,20.5,39.6,30.9,8.9,36.6,13.5,54.6,8.2,68.4,49.8,44.4,39.2,19,95.80796156,0.381094404,0.625491902,0.381094404,54.27882684,3.216430924
354,142.2,1060,384,404.1,60577,279955,9.1,7.144005287,"(54545.6, 61494.5]",34.7,33.9,35.7,"Ottawa County, Michigan",2.74,56.6,8.8,24.3,57.3,9.6,28.9,20.9,63.8,6.1,80.2,,59.2,25.6,11.9,90.07563997,1.635082889,2.798239705,2.913566868,61.39920858,5.371555803
355,171.8,99,44,414.7,39420,12841,16.1,0,"(37413.8, 40362.7]",53.2,52.8,53.5,"Presque Isle County, Michigan",2.13,59.6,16.2,27.6,,11.3,40.6,10.6,40.1,13.1,70,41.9,37.2,45.7,16.4,97.26931042,0.46022858,0.337500959,0.107386669,54.9758293,3.178368121
356,201.8,228,97,496.9,35002,23898,20.7,0,"(34218.1, 37413.8]",54.4,53.9,54.8,"Roscommon County, Michigan",2.06,53.8,19.4,33.6,,3.1,38.9,9.1,36.2,14.2,60.7,31.4,27,56,22.8,96.82566063,0.199434934,0.274223035,0.091407678,46.59100754,5.928954766
357,175.3,1160,439,475.4,44548,193307,17.4,460.4075383,"(42724.4, 45201]",40.3,38.3,42,"Saginaw County, Michigan",2.44,45.5,15.6,27.8,,5.7,34.2,13.6,51.3,11.1,67,47.8,43.4,41.3,21.1,75.27013065,18.40400246,1.174171285,1.688730093,44.57106192,5.433100881
358,189.5,953,382,488,50303,159875,13.8,500.3909304,"(48021.6, 51046.4]",42.8,41.8,43.8,"St. Clair County, Michigan",2.47,53.7,16.7,36.3,,5.1,35.3,11,54.1,10.4,71.2,53,47.2,36.1,17,93.62646404,2.202843626,0.625198686,0.645145204,52.59030604,4.646092865
359,178.9,293,134,404.4,43687,61018,18.5,0,"(42724.4, 45201]",39.2,38.1,40,"St. Joseph County, Michigan",2.59,54,25.2,40.9,,4.6,38.9,9,55.6,8.6,66.2,50.2,45.1,37.9,20.3,92.14873324,2.76457671,0.634197503,2.015666481,53.0124624,7.077326343
360,170.6,209,102,368.5,42081,41475,14.7,0,"(40362.7, 42724.4]",44.2,43.1,45.1,"Sanilac County, Michigan",2.55,53.6,17.8,39.1,,3.7,45.1,7.8,50.9,10.7,63.8,,38.5,40,20.2,96.63683534,0.571238159,0.311800828,0.606940544,53.63022113,5.167988801
361,213.7,54,29,439.1,39539,8173,17.6,0,"(37413.8, 40362.7]",50,49.5,50.2,"Schoolcraft County, Michigan",2.38,52.1,16.7,53.8,,0.9,46.8,9.3,40.2,15.6,60,,33.4,49.7,24.8,86.92084942,0.49469112,1.472007722,0.180984556,50.62883884,4.633204633
362,184.9,421,157,505,47882,68619,15.3,72.8661158,"(45201, 48021.6]",41.5,39.9,43,"Shiawassee County, Michigan",2.49,54.9,14,33.4,,3.5,36.6,10.3,,10.3,70.7,,48.5,35.2,16.3,96.79799748,0.458669136,0.432624832,0.285040441,54.85789339,5.135520685
363,181.9,323,131,459,43186,53777,15.6,0,"(42724.4, 45201]",43.3,42.2,44.6,"Tuscola County, Michigan",2.49,55.9,20.4,36.1,,3.1,42,9.4,52.2,9.3,68,44.9,39.8,40.5,18.8,96.48842337,1.148474825,0.316060272,0.350973907,56.45418701,6.304667879
364,188.2,385,168,431.5,46715,75077,16.5,173.1555603,"(45201, 48021.6]",41.3,40.3,42,"Van Buren County, Michigan",2.61,51.1,29.2,33.7,,5.9,34,12.6,54.4,8.4,62.7,46.6,42,39.8,22.1,87.85019442,3.613754297,0.578625367,3.921646693,51.82077766,4.666419111
365,157,1490,494,463.9,62861,358880,14.3,1290.124833,"(61494.5, 125635]",33.4,32.3,34.6,"Washtenaw County, Michigan",2.43,44.3,5.6,15.4,60.4,18.5,15.7,25.4,60.4,7.4,82.2,68.7,60.9,23.4,10.2,74.0632378,12.07313354,8.438202501,0.903719937,44.8630013,4.120270702
366,197.9,10411,3927,528.7,41434,1759335,24.1,470.063973,"(40362.7, 42724.4]",37.8,36.1,39.2,"Wayne County, Michigan",2.63,38.1,18.8,30.7,,7.1,30.3,13.4,49.9,14.9,58.4,44.6,41,42,26,53.34252592,39.41434617,2.904772371,1.728810339,37.15664456,5.676241281
367,199.2,212,84,528.4,39807,33003,19,0,"(37413.8, 40362.7]",41.7,40.3,43,"Wexford County, Michigan",2.56,54.3,19,39.4,,5.3,38.8,11.4,52,9.5,63.4,44.1,40.1,42.5,21.7,96.22606943,0.644255137,0.625935086,0.09770694,53.94934112,5.24857851
